acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
16403,M,MD,21133,211,33,11,140,76,216,12,3,1,2,1,1,2,2,yes
16404,F,NJ,7649,76,13,11,24,167,191,2,1,1,0,0,0,0,0,no
16405,M,NY,11210,112,39,23,114,334,448,10,2,0,1,3,2,1,1,no
16406,M,PA,19151,191,5,6,27,140,167,2,0,0,2,0,0,0,0,no
16407,F,NJ,7462,74,47,36,76,57,133,6,1,0,1,0,1,1,2,no
16408,F,NY,11557,115,17,19,18,234,252,1,0,0,1,0,0,0,0,no
16409,F,NY,11379,113,59,17,103,223,326,9,2,2,2,0,1,0,2,no
16410,M,NJ,7002,70,59,16,136,243,379,12,3,2,1,2,1,1,2,no
16411,M,NJ,7111,71,13,13,31,48,79,2,1,0,0,0,0,0,1,no
16412,F,NY,11501,115,17,13,28,101,129,2,0,0,2,0,0,0,0,no
16413,F,NY,12051,120,11,14,20,139,159,1,1,0,0,0,0,0,0,no
16414,M,NJ,8401,84,17,19,27,69,96,2,0,0,2,0,0,0,0,no
16415,F,NY,10016,100,19,19,33,173,206,2,0,1,0,0,0,0,1,no
16416,F,PA,19344,193,33,36,18,188,206,1,1,0,0,0,0,0,0,no
16417,F,NY,11426,114,35,34,31,14,45,2,1,0,0,0,1,0,0,no
16418,F,MD,21204,212,9,12,17,173,190,1,0,0,0,0,0,1,0,no
16419,F,PA,16051,160,17,15,40,230,270,3,2,0,0,1,0,0,0,no
16420,F,PA,19003,190,5,6,33,293,326,2,0,0,0,0,2,0,0,no
16421,F,NY,13778,137,37,38,29,140,169,2,0,0,0,0,2,0,0,no
16422,M,NJ,7724,77,45,34,69,34,103,6,2,1,1,0,2,0,0,no
16423,M,DE,19970,199,11,11,34,273,307,2,0,0,1,0,0,1,0,no
16424,F,NJ,8831,88,17,17,30,203,233,2,0,0,1,1,0,0,0,no
16425,F,NY,11963,119,5,4,30,275,305,2,0,0,2,0,0,0,0,no
16426,M,PA,18104,181,53,36,49,277,326,4,1,0,1,0,0,0,2,no
16427,F,MD,21045,210,47,18,122,335,457,11,2,1,4,0,3,0,1,no
16428,F,MD,21061,210,33,37,19,210,229,1,0,0,1,0,0,0,0,no
16429,F,NY,10280,102,15,13,26,122,148,2,1,0,1,0,0,0,0,no
16430,M,NH,3110,31,43,35,74,282,356,6,1,1,0,1,0,0,3,no
16431,F,NY,14840,148,15,12,31,93,124,2,0,1,0,0,0,1,0,no
16432,F,PA,15235,152,9,3,28,179,207,2,1,0,1,0,0,0,0,no
16433,F,CT,6385,63,19,15,30,202,232,2,0,0,1,0,1,0,0,no
16434,M,NJ,7072,70,7,10,17,280,297,1,0,0,1,0,0,0,0,no
16435,M,CT,6108,61,35,7,86,141,227,7,2,0,2,0,1,1,1,yes
16436,M,DE,19809,198,41,12,96,165,261,8,1,0,1,3,1,1,1,no
16437,M,CT,6880,68,37,16,69,276,345,6,1,1,1,0,0,2,1,yes
16438,F,VT,5482,54,15,18,29,301,330,2,1,0,1,0,0,0,0,no
16439,F,NY,11716,117,19,21,32,73,105,2,1,0,0,0,0,0,1,no
16440,F,NY,11510,115,21,17,25,114,139,2,1,1,0,0,0,0,0,no
16441,F,NJ,8008,80,3,7,18,279,297,1,0,0,0,0,0,1,0,no
16442,M,MA,2375,23,7,7,30,266,296,2,1,0,0,1,0,0,0,no
16443,F,NJ,8551,85,5,8,17,118,135,1,1,0,0,0,0,0,0,no
16444,F,NY,11510,115,5,8,16,77,93,1,0,0,0,0,0,0,1,no
16445,M,MD,21207,212,43,17,78,123,201,7,1,2,2,1,0,1,0,no
16446,M,NY,11023,110,29,33,19,58,77,1,0,0,1,0,0,0,0,no
16447,M,NJ,8081,80,47,27,127,122,249,11,2,2,2,2,0,1,2,no
16448,F,MA,2174,21,37,33,26,109,135,2,0,0,1,1,0,0,0,no
16449,M,MD,21222,212,35,10,132,322,454,11,3,0,2,2,1,1,2,yes
16450,F,NY,12553,125,21,18,27,157,184,2,0,0,2,0,0,0,0,no
16451,F,NJ,8837,88,11,14,18,12,30,1,0,1,0,0,0,0,0,no
16452,M,MA,1803,18,3,8,20,294,314,1,0,0,0,0,0,0,1,no
16453,F,NY,10314,103,37,34,30,22,52,2,0,0,0,1,0,0,1,no
16454,F,NY,11104,111,13,19,16,170,186,1,0,0,0,1,0,0,0,no
16455,F,PA,19355,193,11,16,18,207,225,1,0,0,1,0,0,0,0,no
16456,F,NY,10706,107,13,19,18,150,168,1,0,1,0,0,0,0,0,no
16457,F,NY,11706,117,53,17,98,166,264,9,4,2,1,0,0,0,2,no
16458,F,NY,11769,117,9,14,17,258,275,1,0,0,1,0,0,0,0,no
16459,M,CT,6070,60,43,13,135,232,367,12,3,2,4,0,1,1,1,yes
16460,M,MD,20901,209,79,14,137,313,450,12,3,2,2,3,0,0,2,no
16461,F,PA,19607,196,7,8,27,157,184,2,0,0,1,0,1,0,0,yes
16462,M,NJ,7072,70,69,37,109,99,208,9,2,1,2,0,0,2,2,no
16463,F,NJ,7039,70,37,13,81,36,117,7,1,2,1,1,0,2,0,yes
16464,M,MA,1852,18,23,7,67,115,182,5,1,0,1,1,1,0,1,no
16465,M,NJ,7652,76,13,16,18,47,65,1,0,0,0,0,0,1,0,no
16466,M,NY,11701,117,25,9,104,222,326,9,2,1,4,0,1,1,0,no
16467,F,PA,18974,189,29,16,77,258,335,7,4,0,1,0,1,1,0,no
16468,M,NJ,8010,80,19,19,29,181,210,2,1,0,1,0,0,0,0,no
16469,F,NY,12564,125,21,26,18,71,89,1,0,0,0,0,0,0,1,no
16470,F,NJ,8244,82,31,18,63,58,121,5,1,0,2,0,0,0,2,no
16471,M,CT,6830,68,21,21,27,290,317,2,0,1,1,0,0,0,0,no
16472,F,NJ,7840,78,31,27,31,33,64,2,0,1,0,1,0,0,0,no
16473,F,VT,5761,57,39,12,94,97,191,8,1,0,3,1,1,1,1,no
16474,F,RI,2914,29,11,10,28,294,322,2,1,0,1,0,0,0,0,no
16475,F,PA,19111,191,9,3,27,97,124,2,1,0,1,0,0,0,0,no
16476,M,NJ,8007,80,29,5,55,129,184,5,0,2,2,1,0,0,0,no
16477,F,PA,19064,190,21,21,29,240,269,2,0,1,0,0,1,0,0,no
16478,M,PA,17112,171,9,13,19,164,183,1,0,0,0,0,0,1,0,yes
16479,F,PA,19106,191,15,11,33,230,263,2,0,0,1,0,0,0,1,no
16480,M,NJ,7870,78,57,20,124,96,220,11,2,1,2,3,2,0,1,no
16481,F,MD,21028,210,33,39,18,184,202,1,1,0,0,0,0,0,0,no
16482,F,NJ,7044,70,3,7,16,33,49,1,0,0,1,0,0,0,0,no
16483,F,NY,11235,112,5,5,32,3,35,2,1,0,0,0,0,1,0,no
16484,F,NY,10312,103,13,17,27,183,210,2,2,0,0,0,0,0,0,no
16485,F,MA,2072,20,1,7,21,248,269,1,0,1,0,0,0,0,0,no
16486,F,NY,10463,104,35,27,42,280,322,3,0,0,0,1,0,1,1,no
16487,F,NJ,7304,73,1,5,16,243,259,1,0,0,1,0,0,0,0,no
16488,M,PA,15024,150,19,7,69,313,382,6,3,0,0,2,0,0,1,no
16489,M,PA,19152,191,9,8,25,206,231,2,1,1,0,0,0,0,0,no
16490,F,MD,21228,212,15,12,37,164,201,3,2,0,0,1,0,0,0,no
16491,F,DE,19711,197,37,31,39,249,288,3,0,0,0,2,1,0,0,no
16492,M,NJ,8096,80,21,18,26,98,124,2,0,0,2,0,0,0,0,no
16493,F,NJ,8096,80,21,17,32,113,145,2,0,1,0,0,0,0,1,no
16494,F,NY,11235,112,57,14,110,82,192,10,2,2,3,0,2,1,0,no
16495,M,NY,11040,110,35,16,97,76,173,7,0,0,0,0,1,2,4,yes
16496,M,NY,10927,109,13,6,35,284,319,3,0,1,1,0,0,1,0,no
16497,F,PA,19117,191,31,31,32,98,130,2,0,0,1,1,0,0,0,no
16498,F,NY,11234,112,9,7,28,290,318,2,1,0,0,1,0,0,0,no
16499,F,NY,11691,116,7,11,15,72,87,1,1,0,0,0,0,0,0,no
16500,M,PA,19010,190,21,20,30,140,170,2,0,0,1,1,0,0,0,no
16501,F,NJ,8002,80,9,15,20,214,234,1,0,0,1,0,0,0,0,no
16502,F,PA,19014,190,23,26,21,238,259,1,0,0,1,0,0,0,0,no
16503,F,NY,10025,100,17,14,30,220,250,2,0,0,1,0,0,0,1,no
16504,F,NY,11935,119,33,36,19,250,269,1,0,1,0,0,0,0,0,no
16505,F,PA,19053,190,7,11,17,246,263,1,1,0,0,0,0,0,0,no
16506,F,NJ,7011,70,15,14,27,193,220,2,1,0,1,0,0,0,0,no
16507,M,NY,11209,112,31,30,31,277,308,2,0,0,1,0,1,0,0,no
16508,F,NY,10005,100,7,10,18,183,201,1,0,0,0,0,0,0,1,no
16509,F,NY,11561,115,57,27,138,179,317,12,2,1,3,1,2,2,1,no
16510,M,NJ,8402,84,53,26,70,301,371,6,1,4,0,0,0,0,1,no
16511,F,NY,11719,117,7,8,31,10,41,2,0,0,0,1,1,0,0,no
16512,M,MA,2145,21,57,35,127,191,318,11,2,1,3,2,0,1,2,no
16513,F,NY,13069,130,21,17,26,147,173,2,0,0,2,0,0,0,0,no
16514,F,NJ,7083,70,9,12,21,266,287,1,1,0,0,0,0,0,0,no
16515,M,PA,17404,174,39,19,122,163,285,10,4,1,1,1,0,0,3,no
16516,F,DC,20019,200,65,12,111,231,342,10,5,2,1,1,1,0,0,no
16517,F,NY,11001,110,9,9,25,122,147,2,1,0,1,0,0,0,0,no
16518,F,NY,11050,110,17,16,32,48,80,2,0,0,1,1,0,0,0,no
16519,F,MD,20877,208,25,12,100,142,242,8,1,0,1,2,0,1,3,no
16520,F,MD,20747,207,47,18,94,272,366,8,2,0,2,2,0,1,1,no
16521,F,PA,19382,193,9,15,18,85,103,1,0,0,0,0,0,1,0,no
16522,F,NJ,7670,76,59,32,73,116,189,6,1,0,2,0,0,2,1,no
16523,F,DC,20007,200,31,27,32,135,167,2,0,0,1,0,0,0,1,no
16524,M,NJ,7753,77,5,9,19,203,222,1,1,0,0,0,0,0,0,no
16525,M,PA,18104,181,53,15,92,43,135,7,0,0,2,0,2,2,1,yes
16526,F,NY,10019,100,9,11,18,21,39,1,0,0,0,0,0,1,0,no
16527,F,MD,20852,208,25,28,26,146,172,2,0,0,1,1,0,0,0,no
16528,F,NJ,8003,80,31,35,17,140,157,1,1,0,0,0,0,0,0,no
16529,F,PA,19320,193,15,15,26,196,222,2,1,1,0,0,0,0,0,no
16530,F,MA,2155,21,39,15,88,199,287,7,1,0,1,1,0,1,3,no
16531,M,DE,19958,199,11,6,33,149,182,2,0,0,1,0,1,0,0,no
16532,M,MD,21144,211,17,13,28,60,88,2,1,0,1,0,0,0,0,no
16533,M,MA,2062,20,11,14,16,145,161,1,0,1,0,0,0,0,0,no
16534,F,PA,18640,186,31,31,30,177,207,2,1,0,0,1,0,0,0,no
16535,M,PA,19128,191,21,16,29,179,208,2,0,0,0,0,1,1,0,no
16536,M,NY,10463,104,19,20,24,91,115,2,1,1,0,0,0,0,0,no
16537,M,MD,20721,207,19,20,31,81,112,2,0,0,1,0,0,1,0,no
16538,F,NY,10507,105,15,17,20,85,105,1,1,0,0,0,0,0,0,no
16539,F,NY,10502,105,15,19,21,93,114,1,0,1,0,0,0,0,0,no
16540,F,NY,13069,130,13,16,21,215,236,1,1,0,0,0,0,0,0,no
16541,M,NY,11801,118,13,10,25,140,165,2,1,0,1,0,0,0,0,no
16542,F,NJ,8081,80,17,16,28,126,154,2,1,0,1,0,0,0,0,no
16543,F,PA,19038,190,35,10,82,75,157,7,1,1,1,2,2,0,0,no
16544,M,NY,11743,117,21,21,30,82,112,2,0,0,0,0,0,1,1,no
16545,F,NY,11365,113,43,15,99,28,127,8,1,1,2,0,2,1,1,no
16546,F,NY,11021,110,23,25,32,24,56,2,0,0,0,0,1,0,1,no
16547,F,MD,21228,212,11,15,20,289,309,1,0,0,1,0,0,0,0,no
16548,M,PA,19380,193,67,18,120,89,209,10,3,1,0,3,1,0,2,no
16549,F,CT,6880,68,15,19,18,133,151,1,0,0,0,0,0,1,0,no
16550,M,NY,11791,117,61,16,144,226,370,12,2,0,5,2,0,0,3,no
16551,F,NY,14086,140,43,14,105,294,399,9,1,2,2,0,0,1,3,yes
16552,M,PA,19115,191,65,19,137,220,357,12,2,2,3,0,1,2,2,no
16553,M,MD,21214,212,65,13,146,139,285,12,1,1,2,1,1,2,4,yes
16554,M,NY,10509,105,61,33,95,60,155,8,2,1,1,2,0,0,2,no
16555,F,MD,21227,212,11,8,29,61,90,2,0,0,1,0,1,0,0,no
16556,F,NJ,7675,76,27,17,46,233,279,4,1,1,2,0,0,0,0,no
16557,M,NJ,7039,70,39,10,125,251,376,11,4,1,4,1,0,0,1,yes
16558,F,PA,19082,190,15,12,29,124,153,2,0,0,0,1,0,0,1,no
16559,M,NY,10603,106,49,22,140,224,364,11,1,0,1,3,3,1,2,no
16560,F,NY,10314,103,9,13,19,53,72,1,0,0,0,0,1,0,0,no
16561,F,CT,6357,63,15,20,21,253,274,1,0,0,0,1,0,0,0,no
16562,F,MA,1824,18,3,9,17,127,144,1,0,0,0,0,0,0,1,no
16563,M,NJ,8724,87,1,5,19,277,296,1,1,0,0,0,0,0,0,yes
16564,M,NY,13905,139,35,16,118,120,238,11,3,2,3,2,0,0,1,no
16565,F,NY,14219,142,5,7,21,90,111,1,0,0,0,0,0,0,1,no
16566,F,NY,14228,142,15,19,32,214,246,2,0,0,0,0,0,1,1,no
16567,M,PA,15017,150,53,5,150,96,246,12,1,2,0,3,1,0,5,no
16568,M,NY,11557,115,7,8,30,59,89,2,1,1,0,0,0,0,0,no
16569,F,NY,11596,115,9,15,16,78,94,1,0,0,0,0,0,1,0,no
16570,F,NY,11756,117,35,13,74,267,341,6,2,1,0,0,0,2,1,yes
16571,F,NY,11228,112,7,9,21,89,110,1,0,0,1,0,0,0,0,no
16572,F,CT,6811,68,17,18,33,100,133,2,0,0,0,0,0,1,1,no
16573,F,NJ,8559,85,15,20,18,262,280,1,0,1,0,0,0,0,0,no
16574,M,NY,10974,109,71,34,100,296,396,9,4,1,1,0,0,2,1,no
16575,F,NY,11598,115,17,15,30,147,177,2,1,1,0,0,0,0,0,no
16576,F,NY,10474,104,9,14,16,163,179,1,0,1,0,0,0,0,0,no
16577,F,PA,19438,194,15,18,18,102,120,1,0,0,1,0,0,0,0,no
16578,F,PA,15301,153,13,14,27,115,142,2,2,0,0,0,0,0,0,no
16579,F,PA,19087,190,13,17,17,105,122,1,0,0,1,0,0,0,0,no
16580,F,NY,13215,132,13,17,15,263,278,1,0,0,0,1,0,0,0,no
16581,F,NY,11361,113,29,19,47,39,86,3,0,0,0,1,0,1,1,no
16582,F,NY,11559,115,15,19,19,104,123,1,0,0,1,0,0,0,0,no
16583,F,NJ,7013,70,25,20,40,257,297,3,0,1,1,0,0,0,1,no
16584,F,NY,12586,125,15,19,17,289,306,1,0,0,0,0,0,1,0,no
16585,M,MA,2026,20,15,14,33,58,91,2,0,0,0,0,1,0,1,no
16586,F,PA,19606,196,11,16,17,191,208,1,0,0,0,0,1,0,0,no
16587,F,NJ,7107,71,19,20,33,144,177,2,0,0,1,0,0,0,1,no
16588,F,NJ,7003,70,19,18,31,164,195,2,1,0,0,0,1,0,0,no
16589,M,CT,6241,62,3,5,18,43,61,1,0,0,0,0,0,0,1,no
16590,F,NY,11779,117,1,5,16,230,246,1,1,0,0,0,0,0,0,yes
16591,F,NY,11372,113,57,14,111,197,308,10,3,1,3,0,2,1,0,no
16592,M,PA,18042,180,39,30,55,160,215,5,3,1,0,0,0,1,0,no
16593,M,NJ,8540,85,27,12,73,190,263,6,2,0,1,1,1,1,0,no
16594,F,MD,21208,212,15,17,26,67,93,2,0,1,1,0,0,0,0,no
16595,M,CT,6095,60,59,35,75,220,295,6,1,1,0,1,0,1,2,no
16596,F,NJ,7885,78,17,20,27,300,327,2,0,0,2,0,0,0,0,no
16597,F,NJ,7305,73,5,9,20,94,114,1,0,0,1,0,0,0,0,no
16598,M,DE,19804,198,3,7,18,298,316,1,0,0,0,0,0,0,1,no
16599,F,NJ,7307,73,49,14,107,215,322,9,2,1,2,1,0,1,2,no
16600,F,CT,6033,60,9,14,17,127,144,1,0,0,0,0,1,0,0,no
16601,F,NY,14472,144,29,15,58,284,342,5,2,0,1,0,1,1,0,no
16602,M,PA,19380,193,29,19,49,141,190,4,1,1,1,1,0,0,0,no
16603,M,NY,11208,112,31,36,18,8,26,1,0,0,0,0,0,1,0,no
16604,F,NY,14840,148,27,26,28,185,213,2,0,1,0,1,0,0,0,no
16605,M,PA,19320,193,23,20,50,144,194,4,0,0,2,2,0,0,0,no
16606,M,NY,11370,113,71,13,145,211,356,12,2,0,5,1,0,2,2,no
16607,M,MD,21046,210,21,20,35,210,245,2,1,0,0,0,0,0,1,no
16608,F,NJ,7751,77,7,7,31,11,42,2,0,0,0,1,0,0,1,no
16609,F,NY,11226,112,11,15,19,112,131,1,1,0,0,0,0,0,0,no
16610,M,NY,10024,100,13,17,18,48,66,1,0,0,0,0,1,0,0,no
16611,F,ME,4210,42,53,17,82,83,165,7,2,0,2,2,1,0,0,no
16612,M,CT,6511,65,45,18,133,160,293,11,1,0,4,1,1,2,2,no
16613,M,NY,11787,117,17,21,17,231,248,1,0,0,0,0,0,1,0,no
16614,F,NJ,8757,87,35,40,16,132,148,1,0,0,0,0,0,0,1,no
16615,F,NY,11596,115,25,16,52,216,268,4,0,2,1,0,0,0,1,no
16616,M,DC,20037,200,17,18,35,177,212,2,0,0,0,1,0,0,1,no
16617,M,MD,21014,210,25,14,38,52,90,3,1,0,1,0,0,1,0,no
16618,F,MD,21158,211,15,21,18,214,232,1,0,0,0,0,0,0,1,no
16619,M,PA,19428,194,9,13,17,137,154,1,0,0,0,1,0,0,0,no
16620,M,RI,2879,28,83,18,142,193,335,12,2,0,3,3,0,3,1,yes
16621,F,MA,2144,21,17,12,30,238,268,2,0,0,1,0,0,0,1,no
16622,F,PA,19149,191,5,6,32,153,185,2,0,0,1,0,0,0,1,no
16623,F,MD,21085,210,29,6,103,163,266,8,1,0,3,0,0,1,3,no
16624,F,NY,11101,111,21,20,37,82,119,3,1,1,0,0,1,0,0,no
16625,F,MD,20852,208,11,14,15,166,181,1,1,0,0,0,0,0,0,no
16626,F,NY,12065,120,7,10,16,137,153,1,1,0,0,0,0,0,0,no
16627,F,NY,11701,117,33,27,28,291,319,2,0,0,0,0,0,2,0,no
16628,F,NJ,7508,75,11,15,16,147,163,1,1,0,0,0,0,0,0,no
16629,F,PA,18414,184,31,10,126,261,387,11,3,1,4,0,0,0,3,no
16630,F,NJ,7508,75,7,4,28,120,148,2,0,0,0,1,1,0,0,no
16631,M,NY,11703,117,21,17,34,38,72,2,0,0,1,0,0,1,0,no
16632,M,PA,19008,190,41,18,86,78,164,7,2,0,1,2,0,0,2,no
16633,M,NY,11367,113,5,5,29,91,120,2,0,0,1,0,0,0,1,no
16634,F,PA,19090,190,65,34,75,218,293,6,0,1,3,0,0,2,0,no
16635,M,NJ,8865,88,1,5,20,245,265,1,1,0,0,0,0,0,0,no
16636,F,MD,20772,207,23,9,83,90,173,7,2,1,0,1,1,2,0,no
16637,F,MD,20854,208,15,20,15,55,70,1,0,0,0,0,0,0,1,no
16638,F,NY,11777,117,7,6,24,68,92,2,2,0,0,0,0,0,0,no
16639,M,NY,11971,119,21,14,71,129,200,6,2,1,0,1,0,0,2,no
16640,F,NY,10314,103,3,5,18,249,267,1,0,0,0,1,0,0,0,no
16641,F,NY,10956,109,3,7,17,136,153,1,1,0,0,0,0,0,0,no
16642,F,MA,2174,21,5,11,18,295,313,1,0,0,0,1,0,0,0,no
16643,F,PA,16602,166,51,5,105,126,231,10,7,1,2,0,0,0,0,no
16644,M,MD,21236,212,35,39,15,72,87,1,0,0,1,0,0,0,0,no
16645,F,MD,21117,211,11,15,19,23,42,1,0,0,0,0,0,0,1,no
16646,F,NJ,8225,82,67,29,136,36,172,11,1,1,3,0,4,1,1,no
16647,F,NY,14228,142,9,12,18,210,228,1,0,0,1,0,0,0,0,no
16648,F,MD,21214,212,9,11,17,139,156,1,0,0,1,0,0,0,0,yes
16649,F,PA,16102,161,7,11,31,45,76,2,0,0,0,0,0,2,0,no
16650,F,MD,20715,207,5,11,20,80,100,1,0,0,1,0,0,0,0,no
16651,F,NJ,7662,76,19,6,42,295,337,3,0,0,0,1,2,0,0,no
16652,M,NJ,7052,70,13,13,28,28,56,2,1,0,0,0,0,1,0,no
16653,M,NY,11434,114,15,15,26,246,272,2,1,0,1,0,0,0,0,no
16654,F,NY,11204,112,27,31,16,228,244,1,0,1,0,0,0,0,0,yes
16655,F,ME,4901,49,7,13,18,125,143,1,0,0,1,0,0,0,0,no
16656,F,NJ,7410,74,49,10,98,115,213,9,1,2,3,2,0,0,1,no
16657,M,NJ,8520,85,57,32,73,165,238,6,2,0,1,1,1,1,0,no
16658,F,NY,11793,117,1,7,19,208,227,1,0,0,1,0,0,0,0,no
16659,F,NY,11235,112,9,11,34,97,131,2,1,0,0,0,0,0,1,no
16660,F,NH,3867,38,17,22,18,245,263,1,0,0,1,0,0,0,0,no
16661,F,NY,11209,112,11,12,31,124,155,2,0,0,1,0,1,0,0,no
16662,F,DE,19963,199,73,32,109,161,270,9,3,0,1,0,2,0,3,yes
16663,M,MD,21206,212,15,19,18,63,81,1,0,0,0,0,0,1,0,no
16664,M,NY,10016,100,61,13,139,155,294,12,3,1,2,2,0,2,2,no
16665,F,PA,15670,156,15,20,16,275,291,1,1,0,0,0,0,0,0,no
16666,F,MA,2025,20,71,8,140,197,337,12,1,2,2,1,1,1,4,yes
16667,M,PA,18201,182,25,28,19,259,278,1,0,0,0,0,0,0,1,no
16668,F,NY,11696,116,9,10,28,59,87,2,1,1,0,0,0,0,0,no
16669,F,PA,19610,196,49,10,88,229,317,8,2,1,3,1,0,0,1,no
16670,M,VT,5001,50,5,6,29,87,116,2,0,1,1,0,0,0,0,no
16671,M,NJ,7054,70,57,11,143,63,206,12,3,0,2,3,0,0,4,no
16672,M,NY,11360,113,17,17,33,24,57,2,1,0,0,0,0,0,1,no
16673,F,NJ,7960,79,15,16,27,278,305,2,1,0,1,0,0,0,0,no
16674,F,PA,15216,152,27,26,29,299,328,2,0,1,0,0,1,0,0,no
16675,F,MA,1562,15,17,17,32,43,75,2,0,0,0,0,0,1,1,yes
16676,F,NJ,8108,81,19,4,103,215,318,8,1,0,1,1,0,1,4,no
16677,F,PA,15234,152,27,10,103,277,380,9,2,1,4,0,0,1,1,no
16678,M,NY,11207,112,35,19,73,296,369,6,0,1,1,1,1,0,2,no
16679,F,NY,11209,112,27,31,18,217,235,1,1,0,0,0,0,0,0,no
16680,M,NY,11801,118,59,18,112,103,215,10,4,1,3,2,0,0,0,no
16681,F,NY,13339,133,15,13,29,63,92,2,0,0,2,0,0,0,0,no
16682,F,MD,21047,210,25,6,96,130,226,8,3,1,0,1,0,2,1,no
16683,F,NJ,8016,80,29,23,30,61,91,2,0,0,0,0,1,1,0,no
16684,F,NY,10591,105,39,13,137,209,346,12,4,1,4,0,0,3,0,no
16685,M,PA,19064,190,17,14,27,92,119,2,1,0,1,0,0,0,0,no
16686,F,NY,11368,113,35,31,33,22,55,2,0,0,0,0,0,0,2,no
16687,F,NY,11224,112,1,3,18,8,26,1,1,0,0,0,0,0,0,no
16688,F,MD,20715,207,9,14,20,206,226,1,0,0,1,0,0,0,0,no
16689,M,NY,11023,110,11,15,21,151,172,1,0,0,1,0,0,0,0,no
16690,F,NY,10303,103,11,15,20,23,43,1,0,1,0,0,0,0,0,no
16691,M,NY,12158,121,9,12,17,242,259,1,0,0,0,0,1,0,0,no
16692,F,PA,19061,190,45,15,71,199,270,6,1,1,3,0,0,0,1,no
16693,F,MD,20715,207,15,17,17,273,290,1,0,0,1,0,0,0,0,no
16694,F,NJ,7675,76,11,17,15,81,96,1,0,0,0,0,0,0,1,no
16695,M,PA,19067,190,65,5,123,136,259,11,4,0,2,2,1,1,1,no
16696,F,CT,6033,60,29,18,47,101,148,4,1,1,0,0,0,1,1,no
16697,M,NJ,8079,80,43,27,70,32,102,5,0,0,1,1,1,1,1,no
16698,F,CT,6762,67,7,8,32,291,323,2,1,0,0,0,0,0,1,no
16699,F,DC,20008,200,7,5,33,119,152,2,0,0,1,0,0,0,1,no
16700,M,DE,19701,197,21,11,46,296,342,4,1,0,1,1,0,1,0,no
16701,F,PA,16001,160,5,7,32,166,198,2,0,0,1,0,0,0,1,no
16702,F,NY,10473,104,21,23,20,106,126,1,0,1,0,0,0,0,0,no
16703,M,NY,11423,114,29,14,58,320,378,5,2,0,2,1,0,0,0,no
16704,F,PA,19082,190,9,13,20,108,128,1,0,0,1,0,0,0,0,no
16705,F,NJ,7087,70,39,35,26,33,59,2,0,1,1,0,0,0,0,no
16706,F,PA,19149,191,1,5,20,232,252,1,0,0,0,1,0,0,0,no
16707,F,CT,6770,67,15,20,18,130,148,1,0,0,0,0,0,0,1,no
16708,M,NJ,8055,80,17,15,31,226,257,2,1,0,1,0,0,0,0,no
16709,F,PA,19054,190,17,14,27,75,102,2,1,1,0,0,0,0,0,no
16710,F,NJ,8056,80,31,9,128,323,451,11,2,1,3,0,1,2,2,no
16711,F,NY,11590,115,33,29,49,169,218,4,2,0,2,0,0,0,0,no
16712,M,PA,19145,191,27,10,86,156,242,7,2,0,1,0,1,1,2,no
16713,M,CT,6497,64,21,4,48,79,127,4,0,1,1,2,0,0,0,no
16714,M,PA,19067,190,19,20,33,225,258,2,0,0,0,0,0,2,0,no
16715,M,PA,16053,160,65,19,116,139,255,10,1,1,3,2,1,1,1,yes
16716,F,MA,2360,23,47,19,98,117,215,8,0,0,4,1,0,2,1,no
16717,F,NY,11762,117,5,10,19,77,96,1,1,0,0,0,0,0,0,yes
16718,F,MD,20902,209,19,11,44,181,225,4,1,1,2,0,0,0,0,no
16719,M,MD,21087,210,59,19,86,330,416,8,3,2,1,2,0,0,0,no
16720,M,MA,1201,12,57,27,109,165,274,9,0,2,2,2,1,0,2,no
16721,M,MD,20853,208,31,13,62,223,285,5,1,1,1,1,0,0,1,no
16722,F,PA,19008,190,29,19,40,23,63,3,1,0,0,1,1,0,0,no
16723,F,NJ,7002,70,11,14,19,3,22,1,1,0,0,0,0,0,0,no
16724,F,CT,6903,69,41,14,93,226,319,7,0,0,3,0,3,0,1,no
16725,F,NY,11725,117,15,17,17,103,120,1,0,0,0,0,0,0,1,no
16726,M,PA,19078,190,67,9,122,330,452,11,3,2,2,0,2,0,2,no
16727,F,MA,2160,21,19,16,34,213,247,2,0,0,1,0,0,0,1,no
16728,M,PA,15601,156,99,35,141,296,437,12,4,0,3,1,1,1,2,no
16729,F,MA,2563,25,13,18,18,138,156,1,0,1,0,0,0,0,0,no
16730,F,ME,4544,45,45,21,111,42,153,10,2,1,3,1,2,0,1,no
16731,F,NJ,7104,71,53,17,82,63,145,7,1,0,2,1,0,3,0,no
16732,M,PA,19047,190,39,26,72,36,108,6,1,1,2,1,0,0,1,no
16733,M,NJ,8618,86,19,20,30,271,301,2,1,0,1,0,0,0,0,no
16734,F,NJ,7840,78,37,21,80,205,285,7,1,0,3,2,0,0,1,no
16735,M,PA,15857,158,59,20,148,231,379,12,5,1,0,0,2,1,3,no
16736,M,NJ,7645,76,15,13,44,284,328,3,0,0,0,0,1,0,2,no
16737,F,CT,6460,64,25,29,16,101,117,1,0,0,0,0,0,0,1,no
16738,F,NJ,8618,86,23,9,79,76,155,7,3,0,2,0,0,1,1,no
16739,F,MA,1030,10,15,20,18,67,85,1,1,0,0,0,0,0,0,no
